barrio,tipo_delito,timestamp,geometry,site,edge,lane
BALVANERA,Lesiones Seg Vial,2017-04-28 06:36:00,POINT (-58.4046 -34.6158),REPUBLICA BOLIVARIANA DE VENEZUELA 2701,3.4,0
VILLA REAL,Lesiones Seg Vial,2017-04-28 18:40:00,POINT (-58.5274 -34.6157),"BEIRO, FRANCISCO AV. 5497",5.5,0
VILLA REAL,Lesiones Seg Vial,2017-04-28 00:05:00,POINT (-58.5302 -34.615),"PAZ, GRAL. AV. 8592",2.6,1
ALMAGRO,Lesiones Seg Vial,2017-04-28 15:20:00,POINT (-58.4289 -34.6149),RIVADAVIA AV. 4485,27.5,1
VILLA SANTA RITA,Lesiones Seg Vial,2017-04-28 21:00:00,POINT (-58.479 -34.6144),"DIAZ, CESAR, GRAL. 2883",3.1,1
BALVANERA,Lesiones Seg Vial,2017-04-28 16:40:00,POINT (-58.406 -34.6094),PUEYRREDON AV. 57,11.3,0
VILLA DEVOTO,Lesiones Seg Vial,2017-04-28 08:45:00,POINT (-58.5201 -34.6075),DESAGUADERO 3790,2.0,0
SAN NICOLAS,Lesiones Seg Vial,2017-04-28 19:00:00,POINT (-58.3708 -34.6073),25 DE MAYO 1,30.4,0
VILLA CRESPO,Lesiones Seg Vial,2017-04-28 13:15:00,POINT (-58.4478 -34.6046),"VIALE, LUIS 491",4.4,0
SAN NICOLAS,Lesiones Seg Vial,2017-04-28 15:20:00,POINT (-58.3744 -34.6031),CORRIENTES AV. 545,48.5,1
SAN NICOLAS,Lesiones Seg Vial,2017-04-28 12:15:00,POINT (-58.3821 -34.5991),CORDOBA AV. 1098,3.4,0
VILLA CRESPO,Lesiones Seg Vial,2017-04-28 15:30:00,POINT (-58.4366 -34.5933),CASTILLO 746,45.5,0
RETIRO,Lesiones Seg Vial,2017-04-28 00:30:00,POINT (-58.3733 -34.5827),ANTARTIDA ARGENTINA AV. 1475,126.6,0
PALERMO,Lesiones Seg Vial,2017-04-28 16:40:00,POINT (-58.4315 -34.5765),SANTA FE AV. 5097,1.4,0
RECOLETA,Lesiones Seg Vial,2017-04-28 00:00:00,POINT (-58.3927 -34.5756),"SALGUERO, JERONIMO 3457",126.3,0
SAAVEDRA,Lesiones Seg Vial,2017-04-28 00:00:00,POINT (-58.4932 -34.5542),RUIZ HUIDOBRO AV. 4605,10.5,1
BELGRANO,Lesiones Seg Vial,2017-04-28 09:15:00,POINT (-58.4501 -34.5539),DEL LIBERTADOR AV. 6270,2.0,0
NUÑEZ,Lesiones Seg Vial,2017-04-28 08:30:00,POINT (-58.4754 -34.5393),"PAZ, GRAL. AV. 1092",10.9,0
NUÑEZ,Lesiones Seg Vial,2017-04-28 14:45:00,POINT (-58.4649 -34.5391),DEL LIBERTADOR AV. 8308,7.0,0
NUÑEZ,Lesiones Seg Vial,2017-04-28 00:00:00,POINT (-58.4618 -34.5347),"SANCHEZ, MIGUEL B. AV. 1001",41.0,1
VILLA SOLDATI,Homicidio Seg Vial,2017-04-27 18:16:00,POINT (-58.438 -34.6558),"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 2551",4.1,0
VILLA SOLDATI,Lesiones Seg Vial,2017-04-27 21:15:00,POINT (-58.441 -34.6668),PERGAMINO 3650,5.7,0
MATADEROS,Lesiones Seg Vial,2017-04-27 05:30:00,POINT (-58.5165 -34.6615),SALADILLO 2020,6.8,0
BARRACAS,Lesiones Seg Vial,2017-04-27 16:30:00,POINT (-58.3869 -34.6568),LUJAN 2865,1.9,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-04-27 09:00:00,POINT (-58.4165 -34.6522),ESQUIU 974,20.6,0
BARRACAS,Lesiones Seg Vial,2017-04-27 11:00:00,POINT (-58.3727 -34.6488),"MONTES DE OCA, MANUEL AV. 1851",1.8,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-04-27 14:00:00,POINT (-58.4034 -34.648),MONTEAGUDO 905,5.8,0
BARRACAS,Lesiones Seg Vial,2017-04-27 17:10:00,POINT (-58.3782 -34.6464),VIEYTES 1190,1.8,0
FLORES,Lesiones Seg Vial,2017-04-27 19:30:00,POINT (-58.4634 -34.6409),SAN PEDRITO 883,17.5,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-04-27 18:45:00,POINT (-58.4314 -34.6404),"MORENO, JOSE MARIA AV. 1900",6.5,0
BOCA,Lesiones Seg Vial,2017-04-27 15:10:00,POINT (-58.3613 -34.6373),PALOS 682,0.4,0
LINIERS,Lesiones Seg Vial,2017-04-27 00:00:00,POINT (-58.5246 -34.6365),"JACQUES, AMADEO 6735",96.4,0
CONSTITUCION,Lesiones Seg Vial,2017-04-27 15:30:00,POINT (-58.3756 -34.6273),PIEDRAS 1589,3.9,0
PUERTO MADERO,Lesiones Seg Vial,2017-04-27 10:30:00,POINT (-58.3655 -34.6239),"GARAY, JUAN DE AV. 34",2.0,1
MONTE CASTRO,Lesiones Seg Vial,2017-04-27 14:20:00,POINT (-58.5169 -34.6218),"SASTRE, MARCOS 5397",3.7,1
VILLA SANTA RITA,Lesiones Seg Vial,2017-04-27 07:00:00,POINT (-58.475 -34.6194),"VIALE, LUIS 2889",4.6,0
SAN TELMO,Lesiones Seg Vial,2017-04-27 10:15:00,POINT (-58.3673 -34.6182),PASEO COLON AV. 922,0.7,1
VILLA REAL,Lesiones Seg Vial,2017-04-27 19:10:00,POINT (-58.5304 -34.6179),"PAZ, GRAL. AV. 8798",11.2,0
ALMAGRO,Lesiones Seg Vial,2017-04-27 14:05:00,POINT (-58.4203 -34.6146),CASTRO BARROS AV. 188,3.7,0
MONSERRAT,Lesiones Seg Vial,2017-04-27 07:22:00,POINT (-58.3762 -34.6127),CHACABUCO 361,5.7,0
MONSERRAT,Lesiones Seg Vial,2017-04-27 17:55:00,POINT (-58.3807 -34.6091),"IRIGOYEN, BERNARDO DE 51",10.9,1
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-04-27 15:10:00,POINT (-58.4771 -34.6077),"ARTIGAS, JOSE GERVASIO, GRAL. 2123",3.1,1
BALVANERA,Lesiones Seg Vial,2017-04-27 13:00:00,POINT (-58.4055 -34.6045),PUEYRREDON AV. 510,6.2,1
SAN NICOLAS,Lesiones Seg Vial,2017-04-27 18:40:00,POINT (-58.381 -34.6037),"PELLEGRINI, CARLOS 385",3.5,1
VILLA CRESPO,Lesiones Seg Vial,2017-04-27 16:50:00,POINT (-58.4344 -34.6009),LAVALLEJA 485,4.2,0
RECOLETA,Lesiones Seg Vial,2017-04-27 21:09:00,POINT (-58.4082 -34.5981),"ANCHORENA, TOMAS MANUEL DE, DR. 899",5.0,0
RETIRO,Lesiones Seg Vial,2017-04-27 14:10:00,POINT (-58.373 -34.5951),"ALEM, LEANDRO N. AV. 1101",11.7,0
RECOLETA,Lesiones Seg Vial,2017-04-27 08:30:00,POINT (-58.4022 -34.5947),PUEYRREDON AV. 1385,23.7,0
VILLA CRESPO,Lesiones Seg Vial,2017-04-27 15:32:00,POINT (-58.4301 -34.5943),CORDOBA AV. 4601,2.8,0
RETIRO,Lesiones Seg Vial,2017-04-27 18:40:00,POINT (-58.374 -34.591),"RAMOS MEJIA, JOSE MARIA, DR. AV. 1405",17.9,1
PARQUE CHAS,Lesiones Seg Vial,2017-04-27 09:15:00,POINT (-58.4825 -34.5875),ALTOLAGUIRRE 1395,3.9,0
RETIRO,Lesiones Seg Vial,2017-04-27 00:00:00,POINT (-58.38 -34.5854),,263.8,0
VILLA DEVOTO,Lesiones Seg Vial,2017-04-27 08:00:00,POINT (-58.516 -34.5828),"PAZ, GRAL. AV. 5898",149.0,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-04-26 08:00:00,POINT (-58.4202 -34.6601),EREZCANO AV. 3896,8.0,1
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-04-26 22:34:00,POINT (-58.4811 -34.6537),SAN JUAN BAUTISTA DE LA SALLE AV. 1899,2.5,0
BARRACAS,Lesiones Seg Vial,2017-04-26 00:00:00,POINT (-58.3699 -34.6512),ISABEL LA CATOLICA 2329,13.7,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-04-26 13:15:00,POINT (-58.416 -34.6502),SAENZ AV. 806,55.6,0
LINIERS,Lesiones Seg Vial,2017-04-26 12:30:00,POINT (-58.5285 -34.6502),"CHAVEZ, JORGE 7296",8.0,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-04-26 21:29:00,POINT (-58.4921 -34.6435),WHITE 608,18.8,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-04-26 12:20:00,POINT (-58.4024 -34.6431),ZAVALETA 486,1.9,0
LINIERS,Lesiones Seg Vial,2017-04-26 12:00:00,POINT (-58.5212 -34.6389),RIVADAVIA AV. 11097,0.8,0
VILLA LURO,Lesiones Seg Vial,2017-04-26 22:55:00,POINT (-58.5097 -34.6388),RIVADAVIA AV. 10381,38.5,0
BOCA,Lesiones Seg Vial,2017-04-26 15:40:00,POINT (-58.3581 -34.6351),SUAREZ 357,195.7,0
BOCA,Lesiones Seg Vial,2017-04-26 15:40:00,POINT (-58.3581 -34.6351),SUAREZ 357,195.7,0
VILLA LURO,Lesiones Seg Vial,2017-04-26 22:20:00,POINT (-58.5121 -34.6285),"HUGO, VICTOR 1201",5.1,1
VILLA REAL,Lesiones Seg Vial,2017-04-26 08:35:00,POINT (-58.5298 -34.627),NOGOYA 6398,3.7,0
SAN TELMO,Lesiones Seg Vial,2017-04-26 11:30:00,POINT (-58.3681 -34.6241),PASEO COLON AV. 1407,3.1,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-04-26 13:52:00,POINT (-58.4062 -34.6218),DEAN FUNES 995,3.4,1
CABALLITO,Lesiones Seg Vial,2017-04-26 15:00:00,POINT (-58.4354 -34.6179),RIVADAVIA AV. 4950,15.5,1
BALVANERA,Lesiones Seg Vial,2017-04-26 00:36:00,POINT (-58.4066 -34.6178),DEAN FUNES 595,1.6,1
MONTE CASTRO,Lesiones Seg Vial,2017-04-26 20:50:00,POINT (-58.5037 -34.6127),"SASTRE, MARCOS 4304",3.4,1
BALVANERA,Lesiones Seg Vial,2017-04-26 13:38:00,POINT (-58.4059 -34.6101),RIVADAVIA AV. 2903,6.6,1
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-04-26 17:30:00,POINT (-58.4713 -34.6089),GAVILAN 1908,3.1,0
SAN NICOLAS,Lesiones Seg Vial,2017-04-26 19:05:00,POINT (-58.3893 -34.6061),MONTEVIDEO 251,58.5,1
BALVANERA,Lesiones Seg Vial,2017-04-26 10:40:00,POINT (-58.4087 -34.5995),"ANCHORENA, TOMAS MANUEL DE, DR. 795",0.8,0
RETIRO,Lesiones Seg Vial,2017-04-26 23:42:00,POINT (-58.3825 -34.5991),CORDOBA AV. 1000,2.5,0
RECOLETA,Lesiones Seg Vial,2017-04-26 20:45:00,POINT (-58.4027 -34.5979),PARAGUAY 2440,51.3,0
VILLA CRESPO,Lesiones Seg Vial,2017-04-26 19:50:00,POINT (-58.4427 -34.5966),SERRANO 485,26.3,1
RECOLETA,Lesiones Seg Vial,2017-04-26 12:00:00,POINT (-58.4026 -34.5951),PUEYRREDON AV. 1353,76.4,0
RECOLETA,Lesiones Seg Vial,2017-04-26 18:21:00,POINT (-58.4022 -34.5924),BERUTI 2562,63.1,0
RECOLETA,Lesiones Seg Vial,2017-04-26 13:24:00,POINT (-58.4072 -34.59),ARENALES 3009,26.2,0
PALERMO,Lesiones Seg Vial,2017-04-26 13:55:00,POINT (-58.4183 -34.5836),ARMENIA 2499,4.0,0
VILLA ORTUZAR,Lesiones Seg Vial,2017-04-26 21:00:00,POINT (-58.4619 -34.5807),CHARLONE 1451,3.4,0
PALERMO,Lesiones Seg Vial,2017-04-26 13:30:00,POINT (-58.4147 -34.5749),SARMIENTO AV. 3500,8.6,1
BELGRANO,Lesiones Seg Vial,2017-04-26 15:00:00,POINT (-58.4548 -34.5675),AMENABAR 1601,3.9,0
PALERMO,Lesiones Seg Vial,2017-04-26 10:50:00,POINT (-58.4404 -34.5654),"LACROZE, FEDERICO AV. 1906",6.4,0
BELGRANO,Lesiones Seg Vial,2017-04-26 12:45:00,POINT (-58.4585 -34.5631),JURAMENTO AV. 2586,7.7,0
SAAVEDRA,Lesiones Seg Vial,2017-04-26 18:25:00,POINT (-58.5036 -34.5584),"PAZ, GRAL. AV. 4450",468.6,0
BELGRANO,Lesiones Seg Vial,2017-04-26 13:50:00,POINT (-58.4477 -34.5567),JURAMENTO 1516,1.5,0
PALERMO,Lesiones Seg Vial,2017-04-26 00:00:00,POINT (-58.4316 -34.5518),LA PAMPA 550,14.4,0
SAAVEDRA,Lesiones Seg Vial,2017-04-26 07:45:00,POINT (-58.4997 -34.5508),"BALBIN, RICARDO, DR. AV. 5041",7.4,0
VILLA LUGANO,Lesiones Seg Vial,2017-04-25 00:00:00,POINT (-58.4709 -34.6596),"DELLEPIANE, LUIS, TTE. GRAL. 4250",26.9,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-04-25 12:18:00,POINT (-58.4796 -34.6562),OLIVERA AV. 1502,0.7,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-04-25 13:40:00,POINT (-58.473 -34.6524),"PERON, EVA AV. 4273",22.7,0
BARRACAS,Lesiones Seg Vial,2017-04-25 07:50:00,POINT (-58.3771 -34.6522),JORGE 2202,3.0,0
LINIERS,Lesiones Seg Vial,2017-04-25 09:00:00,POINT (-58.5147 -34.6415),LARRAZABAL 189,5.3,0
VILLA LURO,Lesiones Seg Vial,2017-04-25 17:35:00,POINT (-58.49 -34.6399),MORETO 299,6.9,0
BOCA,Lesiones Seg Vial,2017-04-25 01:50:00,POINT (-58.357 -34.6325),PINZON 199,4.4,0
BOCA,Lesiones Seg Vial,2017-04-25 01:50:00,POINT (-58.357 -34.6325),PINZON 199,4.4,0
BOCA,Lesiones Seg Vial,2017-04-25 01:50:00,POINT (-58.357 -34.6325),PINZON 199,4.4,0
VILLA LURO,Lesiones Seg Vial,2017-04-25 12:55:00,POINT (-58.5032 -34.6306),LOPE DE VEGA AV. 901,3.2,0
VERSALLES,Lesiones Seg Vial,2017-04-25 13:30:00,POINT (-58.5175 -34.6284),RUIZ DE LOS LLANOS 1209,6.5,0
FLORESTA,Lesiones Seg Vial,2017-04-25 22:45:00,POINT (-58.4889 -34.6272),GAONA AV. 4702,4.1,0
CONSTITUCION,Lesiones Seg Vial,2017-04-25 18:05:00,POINT (-58.3768 -34.6251),PIEDRAS 1399,2.8,0
BOEDO,Lesiones Seg Vial,2017-04-25 12:20:00,POINT (-58.4138 -34.6207),LINIERS VIRREY 782,5.2,1
BOEDO,Lesiones Seg Vial,2017-04-25 15:24:00,POINT (-58.4138 -34.6207),LINIERS VIRREY 782,5.2,1
VILLA DEVOTO,Lesiones Seg Vial,2017-04-25 18:45:00,POINT (-58.5157 -34.6191),BAIGORRIA 5205,0.9,0
SAN TELMO,Lesiones Seg Vial,2017-04-25 13:30:00,POINT (-58.3773 -34.6188),PIEDRAS 919,27.6,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-04-25 03:00:00,POINT (-58.3945 -34.6183),INDEPENDENCIA AV. 1995,0.2,1
BALVANERA,Lesiones Seg Vial,2017-04-25 09:30:00,POINT (-58.399 -34.612),"ALSINA, ADOLFO 2309",3.0,1
RECOLETA,Lesiones Seg Vial,2017-04-25 00:00:00,POINT (-58.3921 -34.6052),CALLAO AV. 339,48.7,0
VILLA DEL PARQUE,Lesiones Seg Vial,2017-04-25 13:55:00,POINT (-58.4935 -34.6038),CUENCA 2804,6.4,0
ALMAGRO,Lesiones Seg Vial,2017-04-25 11:50:00,POINT (-58.4238 -34.6004),GASCON 894,4.2,0
BALVANERA,Lesiones Seg Vial,2017-04-25 18:45:00,POINT (-58.3958 -34.5997),CORDOBA AV. 1951,2.0,0
RECOLETA,Lesiones Seg Vial,2017-04-25 12:00:00,POINT (-58.4 -34.5991),CORDOBA AV. 2269,14.8,0
RECOLETA,Lesiones Seg Vial,2017-04-25 11:02:00,POINT (-58.4029 -34.5958),CHARCAS 2508,7.0,1
PARQUE CHAS,Lesiones Seg Vial,2017-04-25 12:50:00,POINT (-58.4767 -34.583),GAMARRA 1508,6.0,0
VILLA ORTUZAR,Lesiones Seg Vial,2017-04-25 00:30:00,POINT (-58.4687 -34.5787),ALVAREZ THOMAS AV. 1895,8.0,0
PALERMO,Lesiones Seg Vial,2017-04-25 17:42:00,POINT (-58.4219 -34.5686),DEL LIBERTADOR AV. 3901,2.2,1
NUÑEZ,Lesiones Seg Vial,2017-04-25 12:47:00,POINT (-58.4645 -34.5431),VILELA 1802,2.8,1
VILLA SOLDATI,Lesiones Seg Vial,2017-04-24 00:00:00,POINT (-58.4498 -34.6654),LACARRA AV. 3302,438.9,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-04-24 20:10:00,POINT (-58.4759 -34.6602),ZUVIRIA 4502,4.9,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-04-24 20:39:00,POINT (-58.4021 -34.646),"ALCORTA, AMANCIO AV. 2939",31.6,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-04-24 21:15:00,POINT (-58.4242 -34.6438),"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 961",52.9,0
VELEZ SARSFIELD,Lesiones Seg Vial,2017-04-24 16:10:00,POINT (-58.4861 -34.6405),"ALBERDI, JUAN BAUTISTA AV. 4301",4.1,0
VILLA LURO,Lesiones Seg Vial,2017-04-24 00:00:00,POINT (-58.4966 -34.6361),RIVADAVIA AV. 9307,267.1,0
VELEZ SARSFIELD,Lesiones Seg Vial,2017-04-24 14:30:00,POINT (-58.4877 -34.6352),CARRASCO AV. 23,4.5,0
BARRACAS,Lesiones Seg Vial,2017-04-24 07:50:00,POINT (-58.3755 -34.6344),"MONTES DE OCA, MANUEL AV. 511",3.3,0
FLORES,Lesiones Seg Vial,2017-04-24 23:36:00,POINT (-58.4655 -34.6297),VARELA 15,5.8,0
CONSTITUCION,Lesiones Seg Vial,2017-04-24 10:15:00,POINT (-58.3815 -34.6278),BRASIL 1201,5.5,1
SAN CRISTOBAL,Lesiones Seg Vial,2017-04-24 00:15:00,POINT (-58.4013 -34.6274),JUJUY AV. 1496,5.3,1
SAN CRISTOBAL,Lesiones Seg Vial,2017-04-24 07:51:00,POINT (-58.4022 -34.6238),SAN JUAN AV. 2706,2.5,0
CABALLITO,Lesiones Seg Vial,2017-04-24 03:10:00,POINT (-58.4292 -34.6223),SENILLOSA 493,0.4,1
SAN TELMO,Lesiones Seg Vial,2017-04-24 14:30:00,POINT (-58.3662 -34.6204),"HUERGO, ING. AV. 950",2.1,0
BALVANERA,Lesiones Seg Vial,2017-04-24 11:36:00,POINT (-58.4093 -34.62),INDEPENDENCIA AV. 3101,3.2,1
SAN TELMO,Lesiones Seg Vial,2017-04-24 14:00:00,POINT (-58.3744 -34.6172),PERU 792,5.4,1
MONSERRAT,Lesiones Seg Vial,2017-04-24 18:15:00,POINT (-58.3875 -34.6152),"SAENZ PEÑA, LUIS, PRES. 579",36.4,0
ALMAGRO,Lesiones Seg Vial,2017-04-24 10:31:00,POINT (-58.416 -34.6144),MAZA 295,4.5,0
VILLA SANTA RITA,Lesiones Seg Vial,2017-04-24 13:30:00,POINT (-58.479 -34.6144),"DIAZ, CESAR, GRAL. 2883",3.1,1
MONSERRAT,Lesiones Seg Vial,2017-04-24 20:10:00,POINT (-58.3918 -34.6115),"ALSINA, ADOLFO 1796",0.2,1
ALMAGRO,Lesiones Seg Vial,2017-04-24 09:30:00,POINT (-58.4158 -34.6108),BILLINGHURST 14,4.2,1
VILLA DEL PARQUE,Lesiones Seg Vial,2017-04-24 19:30:00,POINT (-58.4797 -34.6079),ALVAREZ JONTE AV. 2643,1.3,0
VILLA CRESPO,Lesiones Seg Vial,2017-04-24 19:30:00,POINT (-58.4504 -34.5988),"JUSTO, JUAN B. AV. 3135",51.9,0
RECOLETA,Lesiones Seg Vial,2017-04-24 13:00:00,POINT (-58.3899 -34.5977),MONTEVIDEO 960,55.8,1
RECOLETA,Lesiones Seg Vial,2017-04-24 07:30:00,POINT (-58.4036 -34.5941),SANTA FE AV. 2590,2.7,1
AGRONOMIA,Lesiones Seg Vial,2017-04-24 12:59:00,POINT (-58.4861 -34.5876),DE LOS CONSTITUYENTES AV. 3671,2.3,0
CHACARITA,Lesiones Seg Vial,2017-04-24 13:55:00,POINT (-58.4562 -34.5813),CHARLONE 901,3.8,0
COLEGIALES,Lesiones Seg Vial,2017-04-24 07:10:00,POINT (-58.4446 -34.5809),CONDE 130,4.5,1
COLEGIALES,Lesiones Seg Vial,2017-04-24 17:30:00,POINT (-58.4548 -34.5766),"MARTINEZ, ENRIQUE, GRAL. 951",1.1,1
BELGRANO,Lesiones Seg Vial,2017-04-24 20:30:00,POINT (-58.4628 -34.5714),"PINO, VIRREY DEL 3355",50.8,0
VILLA URQUIZA,Lesiones Seg Vial,2017-04-24 17:00:00,POINT (-58.4854 -34.5645),IBERA 4597,3.4,0
VILLA LUGANO,Homicidio Seg Vial,2017-04-23 06:30:00,POINT (-58.466 -34.6718),"BATLLE Y ORDOÑEZ, JOSE P.T. 4901",3.6,0
VILLA LUGANO,Lesiones Seg Vial,2017-04-23 18:00:00,POINT (-58.4643 -34.6876),"COSTAMAGNA, SANTIAGO 5849",37.7,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-04-23 17:55:00,POINT (-58.4128 -34.6551),"OCHOA, ENRIQUE 830",2.6,0
BARRACAS,Lesiones Seg Vial,2017-04-23 13:40:00,POINT (-58.4033 -34.6544),SANTO DOMINGO 3807,4.0,0
LINIERS,Lesiones Seg Vial,2017-04-23 06:00:00,POINT (-58.5144 -34.6515),"DE LA TORRE, LISANDRO 1203",1.4,0
VELEZ SARSFIELD,Lesiones Seg Vial,2017-04-23 14:30:00,POINT (-58.4824 -34.634),RIVADAVIA AV. 8410,3.7,0
FLORES,Lesiones Seg Vial,2017-04-23 14:00:00,POINT (-58.4566 -34.6322),DIRECTORIO AV. 2101,5.0,0
BOCA,Lesiones Seg Vial,2017-04-23 16:00:00,POINT (-58.3564 -34.6312),"VALLE, ARISTOBULO DEL 107",1.9,0
BOCA,Lesiones Seg Vial,2017-04-23 16:00:00,POINT (-58.3564 -34.6312),"VALLE, ARISTOBULO DEL 107",1.9,0
BOEDO,Lesiones Seg Vial,2017-04-23 07:40:00,POINT (-58.4145 -34.631),"GARAY, JUAN DE AV. 3501",2.4,0
FLORES,Lesiones Seg Vial,2017-04-23 07:30:00,POINT (-58.4716 -34.6264),AVELLANEDA AV. 2908,3.3,0
VILLA REAL,Lesiones Seg Vial,2017-04-23 05:50:00,POINT (-58.5301 -34.6229),"PAZ, GRAL. AV. 9100",1.9,0
CABALLITO,Lesiones Seg Vial,2017-04-23 00:15:00,POINT (-58.4379 -34.6226),SAN JOSE DE CALASANZ 306,2.2,0
SAN TELMO,Lesiones Seg Vial,2017-04-23 07:10:00,POINT (-58.3773 -34.6197),PIEDRAS 989,2.4,1
PATERNAL,Lesiones Seg Vial,2017-04-23 03:15:00,POINT (-58.4639 -34.5964),WARNES AV. 2091,2.9,0
VILLA CRESPO,Lesiones Seg Vial,2017-04-23 14:30:00,POINT (-58.4428 -34.5936),"JUSTO, JUAN B. AV. 2419",10.1,0
VILLA CRESPO,Lesiones Seg Vial,2017-04-23 19:22:00,POINT (-58.4408 -34.5922),AGUIRRE 1108,11.1,0
SAAVEDRA,Lesiones Seg Vial,2017-04-23 18:15:00,POINT (-58.4709 -34.549),GARCIA DEL RIO AV. 2624,5.4,1
VILLA RIACHUELO,Lesiones Seg Vial,2017-04-22 09:40:00,POINT (-58.4779 -34.6919),"PAZ, GRAL. AV. 16094",0.5,0
LINIERS,Lesiones Seg Vial,2017-04-22 18:50:00,POINT (-58.5186 -34.6503),CAÑADA DE GOMEZ 1076,45.1,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-04-22 00:00:00,POINT (-58.4043 -34.6488),"ALCORTA, AMANCIO AV. 3079",70.1,0
FLORES,Lesiones Seg Vial,2017-04-22 17:23:00,POINT (-58.4607 -34.6479),"ALVAREZ, CRISOSTOMO 3199",4.8,0
VILLA LURO,Lesiones Seg Vial,2017-04-22 22:30:00,POINT (-58.5003 -34.6422),GUARDIA NACIONAL 498,7.6,0
FLORES,Lesiones Seg Vial,2017-04-22 03:30:00,POINT (-58.4713 -34.6367),PORTELA 409,4.9,0
FLORES,Lesiones Seg Vial,2017-04-22 10:40:00,POINT (-58.4697 -34.6307),RIVADAVIA AV. 7409,5.1,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-04-22 18:53:00,POINT (-58.4099 -34.6299),"GARAY, JUAN DE AV. 3201",2.7,0
VELEZ SARSFIELD,Lesiones Seg Vial,2017-04-22 16:45:00,POINT (-58.4959 -34.6287),CARRASCO AV. 803,4.2,0
BOCA,Lesiones Seg Vial,2017-04-22 12:30:00,POINT (-58.3658 -34.6286),"BROWN, ALTE. AV. 250",38.2,0
FLORESTA,Lesiones Seg Vial,2017-04-22 23:30:00,POINT (-58.489 -34.6242),"BELAUSTEGUI, LUIS, DR. 3995",3.0,0
FLORES,Lesiones Seg Vial,2017-04-22 10:40:00,POINT (-58.4726 -34.6242),MORON 2910,4.2,0
CONSTITUCION,Lesiones Seg Vial,2017-04-22 12:30:00,POINT (-58.3904 -34.6228),SAN JUAN AV. 1728,47.6,0
VILLA REAL,Lesiones Seg Vial,2017-04-22 15:10:00,POINT (-58.5195 -34.6199),MELINCUE 5397,6.8,0
MONSERRAT,Lesiones Seg Vial,2017-04-22 01:35:00,POINT (-58.3917 -34.6138),ENTRE RIOS AV. 390,2.4,1
BALVANERA,Lesiones Seg Vial,2017-04-22 06:11:00,POINT (-58.406 -34.6094),PUEYRREDON AV. 57,11.3,0
SAN NICOLAS,Lesiones Seg Vial,2017-04-22 00:05:00,POINT (-58.3841 -34.6042),CORRIENTES AV. 1230,39.0,0
CABALLITO,Lesiones Seg Vial,2017-04-22 08:00:00,POINT (-58.4334 -34.6028),"GALLARDO, ANGEL AV. 74",12.1,0
PATERNAL,Lesiones Seg Vial,2017-04-22 00:04:00,POINT (-58.4722 -34.6011),PUNTA ARENAS 1716,1.6,0
RECOLETA,Lesiones Seg Vial,2017-04-22 02:58:00,POINT (-58.4023 -34.5983),LARREA 854,62.0,0
VILLA CRESPO,Lesiones Seg Vial,2017-04-22 14:00:00,POINT (-58.4397 -34.5915),LOYOLA 1102,5.7,1
CHACARITA,Lesiones Seg Vial,2017-04-22 09:10:00,POINT (-58.4518 -34.5899),GUZMAN 396,18.9,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-04-22 15:08:00,POINT (-58.4973 -34.5855),VALLEJOS 2591,21.2,1
PALERMO,Lesiones Seg Vial,2017-04-22 10:00:00,POINT (-58.4208 -34.5821),"BORGES, JORGE LUIS 2493",21.2,1
PALERMO,Lesiones Seg Vial,2017-04-22 06:40:00,POINT (-58.4095 -34.569),SARMIENTO AV. 3504,3.4,1
PALERMO,Lesiones Seg Vial,2017-04-22 00:37:00,POINT (-58.4334 -34.5656),DEL LIBERTADOR AV. 4702,10.2,1
VILLA URQUIZA,Lesiones Seg Vial,2017-04-22 19:00:00,POINT (-58.4904 -34.5653),"TAMBORINI, JOSE PASCUAL 5003",2.9,0
BELGRANO,Lesiones Seg Vial,2017-04-22 17:00:00,POINT (-58.4641 -34.5621),BLANCO ENCALADA 2919,36.2,0
SAAVEDRA,Lesiones Seg Vial,2017-04-22 15:10:00,POINT (-58.4862 -34.5586),"LARRALDE, CRISOLOGO AV. 4408",3.5,0
